Country Name,Country Code_x,Indicator Name_x,Indicator Code_x,1960_x,1961_x,1962_x,1963_x,1964_x,1965_x,1966_x,1967_x,1968_x,1969_x,1970_x,1971_x,1972_x,1973_x,1974_x,1975_x,1976_x,1977_x,1978_x,1979_x,1980_x,1981_x,1982_x,1983_x,1984_x,1985_x,1986_x,1987_x,1988_x,1989_x,1990_x,1991_x,1992_x,1993_x,1994_x,1995_x,1996_x,1997_x,1998_x,1999_x,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,2019_x,2020_x,2021_x,Unnamed: 66,Country Code_y,Indicator Name_y,Indicator Code_y,1960_y,1961_y,1962_y,1963_y,1964_y,1965_y,1966_y,1967_y,1968_y,1969_y,1970_y,1971_y,1972_y,1973_y,1974_y,1975_y,1976_y,1977_y,1978_y,1979_y,1980_y,1981_y,1982_y,1983_y,1984_y,1985_y,1986_y,1987_y,1988_y,1989_y,1990_y,1991_y,1992_y,1993_y,1994_y,1995_y,1996_y,1997_y,1998_y,1999_y,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019_y,2020_y,2021_y
Hungary,HUN,"Population, total",SP.POP.TOTL,9983967.0,10029321.0,10061734.0,10087947.0,10119835.0,10147935.0,10178653.0,10216604.0,10255815.0,10298723.0,10337910.0,10367537.0,10398489.0,10432055.0,10478720.0,10540525.0,10598677.0,10648031.0,10684822.0,10704152.0,10711122.0,10711848.0,10705535.0,10689463.0,10668095.0,10648713.0,10630564.0,10612741.0,10596487.0,10481719.0,10373988.0,10373400.0,10369341.0,10357523.0,10343355.0,10328965.0,10311238.0,10290486.0,10266570.0,10237530.0,10210971.0,10187576.0,10158608.0,10129552.0,10107146.0,10087065.0,10071370.0,10055780.0,10038188.0,10022650.0,10000023.0,9971727.0,9920362.0,9893082.0,9866468.0,9843028.0,9814023.0,9787966.0,9775564.0,9771141.0,9750149.0,9709891.0,,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34753569693.0,38730585922.0,40124916941.0,43166678735.0,46425677734.0,46658755152.0,47296952929.0,48706787306.0,49073380174.0,47218405892.0,53749989092.0,67608919144.0,85285062818.0,104121000000.0,113211000000.0,115716000000.0,140187000000.0,158326000000.0,131069000000.0,132175000000.0,141942000000.0,128814000000.0,135684000000.0,141034000000.0,125174000000.0,128610000000.0,143112000000.0,160565000000.0,163989000000.0,157182000000.0,181848000000.0
Iceland,ISL,"Population, total",SP.POP.TOTL,175574.0,179029.0,182378.0,185653.0,188983.0,192286.0,195570.0,198751.0,201488.0,203369.0,204438.0,206098.0,209137.0,212317.0,215209.0,217979.0,220154.0,221799.0,223537.0,225735.0,228138.0,230755.0,233860.0,236977.0,239511.0,241405.0,243180.0,245859.0,249740.0,252852.0,254826.0,257797.0,261057.0,263725.0,266021.0,267468.0,268916.0,271128.0,274047.0,277381.0,281205.0,284968.0,287523.0,289521.0,292074.0,296734.0,303782.0,311566.0,317414.0,318499.0,318041.0,319014.0,320716.0,323764.0,327386.0,330815.0,335439.0,343400.0,352721.0,360563.0,366463.0,372520.0,,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434097.0,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,526704545.5,670251136.4,839652164.1,1154440253.0,1515190595.0,1406875081.0,1669488390.0,2208509076.0,2511826196.0,2853435054.0,3381419251.0,3492997010.0,3206626645.0,2765950336.0,2864441387.0,2984052357.0,3989622739.0,5520318405.0,6106635816.0,5672569449.0,6468736356.0,6909730288.0,7080981738.0,6218581532.0,6389460343.0,7123633418.0,7426082271.0,7569672925.0,8503693099.0,8982047589.0,9025660362.0,8234846805.0,9318395055.0,11429333038.0,13825302536.0,16852963067.0,17465318552.0,21652505597.0,18074622987.0,13154414219.0,13751161918.0,15221622926.0,14751508134.0,16125060515.0,17867662178.0,17517210519.0,20793168031.0,24728285177.0,26264127687.0,24826102120.0,21694674810.0,25602419210.0
Ireland,IRL,"Population, total",SP.POP.TOTL,2828600.0,2824400.0,2836050.0,2852650.0,2866550.0,2877300.0,2888800.0,2902450.0,2915550.0,2932650.0,2957250.0,2992050.0,3036850.0,3085950.0,3137500.0,3189550.0,3238050.0,3282200.0,3329100.0,3373750.0,3412800.0,3453000.0,3485800.0,3510600.0,3532423.0,3538082.0,3539690.0,3540057.0,3524949.0,3511009.0,3513974.0,3534235.0,3558430.0,3576261.0,3590386.0,3608841.0,3637510.0,3674171.0,3712696.0,3754786.0,3805174.0,3866243.0,3931947.0,3996521.0,4070262.0,4159914.0,4273591.0,4398942.0,4489544.0,4535375.0,4560155.0,4580084.0,4599533.0,4623816.0,4657740.0,4701957.0,4755335.0,4807388.0,4867316.0,4934340.0,4985382.0,5033165.0,,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775.0,2088012282.0,2260349684.0,2430843768.0,2766608946.0,2945704143.0,3104034393.0,3343636773.0,3278584478.0,3787077344.0,4395995086.0,5098250287.0,6318060582.0,7481173066.0,7896860615.0,9483808362.0,9453756015.0,11248340431.0,14647996074.0,18319334300.0,21747855640.0,20670190138.0,21474752962.0,20766047764.0,20106648455.0,21270013326.0,28714571852.0,33920518493.0,37772896221.0,39238392678.0,49305632408.0,49787501584.0,55918538121.0,52417477614.0,57097656066.0,69139823232.0,75790786290.0,82856648758.0,90199410116.0,98893958263.0,100208000000.0,109347000000.0,128596000000.0,164671000000.0,194372000000.0,211877000000.0,232181000000.0,270079000000.0,275447000000.0,236443000000.0,221914000000.0,239003000000.0,225629000000.0,238341000000.0,259171000000.0,291775000000.0,299091000000.0,336378000000.0,385737000000.0,399322000000.0,425852000000.0,504183000000.0
Italy,ITA,"Population, total",SP.POP.TOTL,50199700.0,50536350.0,50879450.0,51252000.0,51675350.0,52112350.0,52519000.0,52900500.0,53235750.0,53537950.0,53821850.0,54073490.0,54381345.0,54751406.0,55110868.0,55441001.0,55718260.0,55955411.0,56155143.0,56317749.0,56433883.0,56501675.0,56543548.0,56564074.0,56576718.0,56593071.0,56596155.0,56601931.0,56629288.0,56671781.0,56719240.0,56758521.0,56797087.0,56831821.0,56843400.0,56844303.0,56860281.0,56890372.0,56906744.0,56916317.0,56942108.0,56974100.0,57059007.0,57313203.0,57685327.0,57969484.0,58143979.0,58438310.0,58826731.0,59095365.0,59277417.0,59379449.0,59539717.0,60233948.0,60789140.0,60730582.0,60627498.0,60536709.0,60421760.0,59729081.0,59438851.0,59109668.0,,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344.0,44842760293.0,50383891899.0,57710743060.0,63175417019.0,67978153851.0,73654870011.0,81133120065.0,87942231678.0,97085082807.0,113395000000.0,124672000000.0,145260000000.0,175492000000.0,199564000000.0,227696000000.0,224717000000.0,257596000000.0,315058000000.0,393677000000.0,477257000000.0,430703000000.0,427273000000.0,443042000000.0,437888000000.0,452217000000.0,640386000000.0,805713000000.0,891609000000.0,928661000000.0,1181220000000.0,1246220000000.0,1320160000000.0,1064960000000.0,1099220000000.0,1174660000000.0,1312430000000.0,1241880000000.0,1270050000000.0,1252450000000.0,1146680000000.0,1168020000000.0,1276770000000.0,1577620000000.0,1806540000000.0,1858220000000.0,1949550000000.0,2213100000000.0,2408660000000.0,2199930000000.0,2136100000000.0,2294990000000.0,2086960000000.0,2141920000000.0,2162010000000.0,1836640000000.0,1877070000000.0,1961800000000.0,2091930000000.0,2011300000000.0,1896760000000.0,2107700000000.0
Japan,JPN,"Population, total",SP.POP.TOTL,93216000.0,94055000.0,94933000.0,95900000.0,96903000.0,97952000.0,98851000.0,99879000.0,101011000.0,102219000.0,103403000.0,105697000.0,107188000.0,108707000.0,110162000.0,111573000.0,112775000.0,113872000.0,114913000.0,115890000.0,116807000.0,117661000.0,118480000.0,119307000.0,120083000.0,120837000.0,121482000.0,122069000.0,122578000.0,123069000.0,123478000.0,123964000.0,124425000.0,124829000.0,125178000.0,125472000.0,125757000.0,126057000.0,126400000.0,126631000.0,126843000.0,127149000.0,127445000.0,127718000.0,127761000.0,127773000.0,127854000.0,128001000.0,128063000.0,128047000.0,128070000.0,127833000.0,127629000.0,127445000.0,127276000.0,127141000.0,127076000.0,126972000.0,126811000.0,126633000.0,126261000.0,125681593.0,,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342950.0,53508617739.0,60723018684.0,69498131797.0,81749006382.0,90950278258.0,105628000000.0,123782000000.0,146601000000.0,172204000000.0,212609000000.0,240152000000.0,318031000000.0,432083000000.0,479626000000.0,521542000000.0,586162000000.0,721412000000.0,1013610000000.0,1055010000000.0,1105390000000.0,1218990000000.0,1134520000000.0,1243320000000.0,1318380000000.0,1398890000000.0,2078950000000.0,2532810000000.0,3071680000000.0,3054910000000.0,3132820000000.0,3584420000000.0,3908810000000.0,4454140000000.0,4998800000000.0,5545560000000.0,4923390000000.0,4492450000000.0,4098360000000.0,4635980000000.0,4968360000000.0,4374710000000.0,4182850000000.0,4519560000000.0,4893120000000.0,4831470000000.0,4601660000000.0,4579750000000.0,5106680000000.0,5289490000000.0,5759070000000.0,6233150000000.0,6272360000000.0,5212330000000.0,4896990000000.0,4444930000000.0,5003680000000.0,4930840000000.0,5037840000000.0,5123320000000.0,5040110000000.0,4940880000000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,2120979.0,2152681.0,2181586.0,2210919.0,2240623.0,2265919.0,2283217.0,2301220.0,2323619.0,2343173.0,2359164.0,2376389.0,2395674.0,2415819.0,2437186.0,2456130.0,2470989.0,2485073.0,2497921.0,2505953.0,2511701.0,2519421.0,2531080.0,2546011.0,2562047.0,2578873.0,2599892.0,2626583.0,2653434.0,2666955.0,2663151.0,2650581.0,2614338.0,2563290.0,2520742.0,2485056.0,2457222.0,2432851.0,2410019.0,2390482.0,2367550.0,2337170.0,2310173.0,2287955.0,2263122.0,2238799.0,2218357.0,2200325.0,2177322.0,2141669.0,2097555.0,2059709.0,2034319.0,2012647.0,1993782.0,1977527.0,1959537.0,1942248.0,1927174.0,1913822.0,1900449.0,1884490.0,,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789128637.0,5975248851.0,6527926446.0,7166275468.0,7533788134.0,7958852839.0,8362398702.0,9557031605.0,11771975157.0,14435700533.0,17003459863.0,21570076499.0,31054350978.0,35854274229.0,26410909091.0,23956163077.0,27474380566.0,28169902669.0,30204783462.0,31386896487.0,27263090547.0,28083597512.0,30483806018.0,34429023435.0,34343961073.0,34601740323.0,39853501580.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,2778550.0,2823550.0,2863350.0,2898950.0,2935200.0,2971450.0,3008050.0,3044400.0,3078850.0,3107321.0,3139689.0,3179041.0,3213622.0,3244438.0,3273894.0,3301652.0,3328664.0,3355036.0,3379514.0,3397842.0,3413202.0,3432947.0,3457179.0,3485192.0,3514205.0,3544543.0,3578914.0,3616367.0,3655049.0,3684255.0,3697838.0,3704134.0,3700114.0,3682613.0,3657144.0,3629102.0,3601613.0,3575137.0,3549331.0,3524238.0,3499536.0,3470818.0,3443067.0,3415213.0,3377075.0,3322528.0,3269909.0,3231294.0,3198231.0,3162916.0,3097282.0,3028115.0,2987773.0,2957689.0,2932367.0,2904910.0,2868231.0,2828403.0,2801543.0,2794137.0,2794885.0,2800839.0,,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867140395.0,8382519637.0,10118631852.0,11239547691.0,10971583945.0,11524776867.0,12237388002.0,14259781159.0,18781721376.0,22627507452.0,26097677572.0,30183575104.0,39697891352.0,47797551588.0,37388122046.0,37128694028.0,43535051482.0,42927454291.0,46523420074.0,48533659592.0,41435533340.0,43047309306.0,47758736932.0,53751411409.0,54751510088.0,56846622904.0,66445256585.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,313970.0,316845.0,320750.0,324100.0,327750.0,331500.0,333895.0,334995.0,335850.0,337500.0,339171.0,342421.0,346600.0,350450.0,355050.0,358950.0,360731.0,361358.0,362007.0,362856.0,364150.0,365225.0,365525.0,365622.0,365998.0,366706.0,368355.0,370750.0,373450.0,377100.0,381850.0,387000.0,392175.0,397475.0,402925.0,408625.0,414225.0,419450.0,424700.0,430475.0,436300.0,441525.0,446175.0,451630.0,458095.0,465158.0,472637.0,479993.0,488650.0,497783.0,506953.0,518347.0,530946.0,543360.0,556319.0,569604.0,582014.0,596336.0,607950.0,620001.0,630419.0,640064.0,,LUX,GDP (current US$),NY.GDP.MKTP.CD,703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131.0,1234878981.0,1457768455.0,1518773421.0,1901697370.0,2609875802.0,3183637117.0,3123333333.0,3423586207.0,3789321328.0,4718539772.0,5516982664.0,6019805490.0,5053665797.0,4602316793.0,4524217751.0,4438435493.0,4577211767.0,6685595088.0,8320902215.0,9418167855.0,10037674038.0,12778792854.0,13834219728.0,15518702635.0,15925521222.0,17701798891.0,20853093870.0,20895314658.0,19563836265.0,20150053345.0,21899317599.0,21230182989.0,21387533703.0,23649833332.0,29667268248.0,35064843793.0,37672280120.0,42910146296.0,51587401416.0,58844277702.0,54467289898.0,56213985987.0,61696281326.0,59776383527.0,65203276467.0,68804811898.0,60071584216.0,62216885436.0,65712180343.0,71000359760.0,69825641851.0,73992591285.0,85506243834.0
Mexico,MEX,"Population, total",SP.POP.TOTL,36268055.0,37439317.0,38683283.0,39982118.0,41333878.0,42737991.0,44180437.0,45656963.0,47170337.0,48714394.0,50289306.0,51897675.0,53543436.0,55228203.0,56945880.0,58691882.0,60452543.0,62262505.0,64123997.0,65972912.0,67705186.0,69233769.0,70656783.0,72080310.0,73489654.0,74872006.0,76224365.0,77553504.0,78892015.0,80233749.0,81720428.0,83351595.0,84993164.0,86648447.0,88314424.0,89969572.0,91586555.0,93183094.0,94767284.0,96334810.0,97873442.0,99394288.0,100917081.0,102429341.0,103945813.0,105442402.0,106886790.0,108302973.0,109684489.0,111049428.0,112532401.0,114150481.0,115755909.0,117290686.0,118755887.0,120149897.0,121519221.0,122839258.0,124013861.0,125085311.0,125998302.0,126705138.0,,MEX,GDP (current US$),NY.GDP.MKTP.CD,13040000000.0,14160000000.0,15200000000.0,16960000000.0,20080000000.0,21840000000.0,24320000000.0,26560000000.0,29360000000.0,32480000000.0,35520000000.0,39200000000.0,45200000000.0,55280000000.0,72000000000.0,88000000000.0,89025974026.0,81814159292.0,102500000000.0,134561000000.0,205139000000.0,263959000000.0,184609000000.0,156159000000.0,184261000000.0,195220000000.0,134550000000.0,147541000000.0,181612000000.0,221401000000.0,261254000000.0,313143000000.0,363158000000.0,500736000000.0,527813000000.0,360074000000.0,410976000000.0,500413000000.0,526502000000.0,600233000000.0,707907000000.0,756706000000.0,772106000000.0,729336000000.0,782241000000.0,877476000000.0,975387000000.0,1052700000000.0,1109990000000.0,900045000000.0,1057800000000.0,1180490000000.0,1201090000000.0,1274440000000.0,1315350000000.0,1171870000000.0,1078490000000.0,1158910000000.0,1222410000000.0,1269010000000.0,1090520000000.0,1272840000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,11486631.0,11638712.0,11805689.0,11965966.0,12127120.0,12294732.0,12456251.0,12598201.0,12729721.0,12877984.0,13038526.0,13194497.0,13328593.0,13439322.0,13545056.0,13666335.0,13774037.0,13856185.0,13941700.0,14038270.0,14149800.0,14247208.0,14312690.0,14367070.0,14424211.0,14491632.0,14572278.0,14665037.0,14760094.0,14848907.0,14951510.0,15069798.0,15184166.0,15290368.0,15382838.0,15459006.0,15530498.0,15610650.0,15707209.0,15812088.0,15925513.0,16046180.0,16148929.0,16225302.0,16281779.0,16319868.0,16346101.0,16381696.0,16445593.0,16530388.0,16615394.0,16693074.0,16754962.0,16804432.0,16865008.0,16939923.0,17030314.0,17131296.0,17231624.0,17344874.0,17441500.0,17533044.0,,NLD,GDP (current US$),NY.GDP.MKTP.CD,12276734172.0,13493833740.0,14647057370.0,15891241386.0,18699380731.0,21000586933.0,22867203317.0,25087562181.0,27817605743.0,34035946604.0,38164716625.0,44579122807.0,54706557264.0,71840909664.0,87243413395.0,100250000000.0,109169000000.0,127017000000.0,155860000000.0,179669000000.0,195152000000.0,164134000000.0,158480000000.0,153445000000.0,143913000000.0,143846000000.0,200862000000.0,245046000000.0,261911000000.0,258337000000.0,318331000000.0,327500000000.0,362963000000.0,353550000000.0,379130000000.0,452302000000.0,450490000000.0,416813000000.0,438008000000.0,447050000000.0,417479000000.0,431587000000.0,473862000000.0,580070000000.0,658380000000.0,685348000000.0,733955000000.0,848559000000.0,951870000000.0,871519000000.0,847381000000.0,905271000000.0,838923000000.0,877173000000.0,892168000000.0,765573000000.0,784060000000.0,833870000000.0,914043000000.0,910194000000.0,909793000000.0,1012850000000.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,2371800.0,2419700.0,2482000.0,2531800.0,2585400.0,2628400.0,2675900.0,2724100.0,2748100.0,2772800.0,2810700.0,2853000.0,2903900.0,2961300.0,3023700.0,3083100.0,3110500.0,3120200.0,3121200.0,3109000.0,3112900.0,3124900.0,3156100.0,3199300.0,3227100.0,3247100.0,3246300.0,3274400.0,3283400.0,3299200.0,3329800.0,3495100.0,3531700.0,3572200.0,3620000.0,3673400.0,3732000.0,3781300.0,3815000.0,3835100.0,3857700.0,3880500.0,3948500.0,4027200.0,4087500.0,4133900.0,4184600.0,4223800.0,4259800.0,4302600.0,4350700.0,4384000.0,4408100.0,4442100.0,4516500.0,4609400.0,4714100.0,4813600.0,4900600.0,4979200.0,5090200.0,5122600.0,,NZL,GDP (current US$),NY.GDP.MKTP.CD,5485854792.0,5670064168.0,6077496268.0,6638937283.0,7274144351.0,5654463586.0,5863733231.0,5961418094.0,5180597621.0,5761588762.0,,7911136757.0,9567331065.0,12802281898.0,13940981798.0,12861983284.0,13604832424.0,15446825318.0,18530518395.0,20731243113.0,23244547385.0,24417617184.0,24164603059.0,24309279706.0,21665975319.0,24679795396.0,30604668357.0,40376354070.0,45176811594.0,43920222525.0,45495129385.0,42745329732.0,41649829860.0,46775620817.0,55314732279.0,63918703507.0,70140835299.0,66075143415.0,56227169851.0,58762260626.0,52623281957.0,53872425917.0,66627729311.0,88250885550.0,103905000000.0,114720000000.0,111539000000.0,137189000000.0,133131000000.0,121374000000.0,146518000000.0,168291000000.0,176207000000.0,190907000000.0,201313000000.0,178064000000.0,188838000000.0,206624000000.0,211953000000.0,213435000000.0,211735000000.0,249886000000.0
Norway,NOR,"Population, total",SP.POP.TOTL,3581239.0,3609800.0,3638918.0,3666537.0,3694339.0,3723168.0,3753012.0,3784539.0,3816486.0,3847707.0,3875763.0,3903039.0,3933004.0,3960612.0,3985258.0,4007313.0,4026152.0,4043205.0,4058671.0,4072517.0,4085620.0,4099702.0,4114787.0,4128432.0,4140099.0,4152516.0,4167354.0,4186905.0,4209488.0,4226901.0,4241473.0,4261732.0,4286401.0,4311991.0,4336613.0,4359184.0,4381336.0,4405157.0,4431464.0,4461913.0,4490967.0,4513751.0,4538159.0,4564855.0,4591910.0,4623291.0,4660677.0,4709153.0,4768212.0,4828726.0,4889252.0,4953088.0,5018573.0,5079623.0,5137232.0,5188607.0,5234519.0,5276968.0,5311916.0,5347896.0,5379475.0,5408320.0,,NOR,GDP (current US$),NY.GDP.MKTP.CD,5163271598.0,5632460937.0,6066976683.0,6510239503.0,7159202706.0,8058681060.0,8696460205.0,9514496703.0,10159934137.0,11063065083.0,12814123115.0,14583114840.0,17358610850.0,22534253703.0,27145693810.0,32877805200.0,35942270686.0,41508030431.0,46523091010.0,53132244624.0,64439382896.0,63596654761.0,62647195538.0,61627240831.0,62057955033.0,65416879914.0,78693253276.0,94230055659.0,101900000000.0,102634000000.0,119792000000.0,121872000000.0,130838000000.0,120579000000.0,127131000000.0,152030000000.0,163520000000.0,161357000000.0,154163000000.0,162284000000.0,171247000000.0,173972000000.0,195524000000.0,228859000000.0,264512000000.0,308884000000.0,345581000000.0,400937000000.0,462250000000.0,386190000000.0,428757000000.0,498283000000.0,509506000000.0,522762000000.0,498410000000.0,385802000000.0,368827000000.0,398394000000.0,437000000000.0,404941000000.0,362198000000.0,482175000000.0
Poland,POL,"Population, total",SP.POP.TOTL,29637450.0,29964000.0,30308500.0,30712000.0,31139450.0,31444950.0,31681000.0,31987155.0,32294655.0,32548300.0,32664300.0,32783500.0,33055650.0,33357200.0,33678899.0,34015199.0,34356300.0,34689050.0,34965600.0,35247217.0,35574150.0,35898587.0,36230481.0,36571808.0,36904134.0,37201885.0,37456119.0,37668045.0,37824487.0,37961529.0,38110782.0,38246193.0,38363667.0,38461408.0,38542652.0,38594998.0,38624370.0,38649660.0,38663481.0,38660271.0,38258629.0,38248076.0,38230364.0,38204570.0,38182222.0,38165445.0,38141267.0,38120560.0,38125759.0,38151603.0,38042794.0,38063255.0,38063164.0,38040196.0,38011735.0,37986412.0,37970087.0,37974826.0,37974750.0,37965475.0,37899070.0,37747124.0,,POL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65977749037.0,85500935935.0,94337050693.0,96045645026.0,110803000000.0,142293000000.0,160193000000.0,159358000000.0,174686000000.0,170031000000.0,172219000000.0,190905000000.0,199072000000.0,217827000000.0,255110000000.0,306144000000.0,344622000000.0,429029000000.0,533609000000.0,439738000000.0,475697000000.0,524383000000.0,495237000000.0,515765000000.0,539088000000.0,477111000000.0,470023000000.0,524646000000.0,588783000000.0,596055000000.0,599449000000.0,679445000000.0
Portugal,PRT,"Population, total",SP.POP.TOTL,8857716.0,8929316.0,8993985.0,9030355.0,9035365.0,8998595.0,8930990.0,8874520.0,8836650.0,8757705.0,8680431.0,8643756.0,8630430.0,8633100.0,8754365.0,9093470.0,9355810.0,9455675.0,9558250.0,9661265.0,9766312.0,9851362.0,9911771.0,9957865.0,9996232.0,10023613.0,10032734.0,10030031.0,10019610.0,10005000.0,9983218.0,9960235.0,9952494.0,9964675.0,9991525.0,10026176.0,10063945.0,10108977.0,10160196.0,10217828.0,10289898.0,10362722.0,10419631.0,10458821.0,10483861.0,10503330.0,10522288.0,10542964.0,10558177.0,10568247.0,10573100.0,10557560.0,10514844.0,10457295.0,10401062.0,10358076.0,10325452.0,10300300.0,10283822.0,10286263.0,10297081.0,10325147.0,,PRT,GDP (current US$),NY.GDP.MKTP.CD,3193200404.0,3417516639.0,3668222358.0,3905734460.0,4235608178.0,4687464055.0,5135387846.0,5740241166.0,6354262628.0,6969025826.0,8108235704.0,9201604240.0,11239117865.0,15090564186.0,17512391476.0,19347607843.0,20332831565.0,21439523311.0,23487614051.0,26622819672.0,32896519824.0,31977276873.0,30527754793.0,27239650742.0,25217969050.0,27115807742.0,38745901354.0,48182925857.0,56347250696.0,60594092182.0,78713860217.0,89233599278.0,107592000000.0,95009751901.0,99688641304.0,118122000000.0,122630000000.0,117017000000.0,123946000000.0,127470000000.0,118605000000.0,121604000000.0,134796000000.0,165226000000.0,189382000000.0,197254000000.0,208756000000.0,240496000000.0,263416000000.0,244668000000.0,238113000000.0,245118000000.0,216224000000.0,226434000000.0,229902000000.0,199394000000.0,206426000000.0,221358000000.0,242313000000.0,239987000000.0,229032000000.0,253663000000.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,4068095.0,4191667.0,4238188.0,4282017.0,4327341.0,4370983.0,4411666.0,4449367.0,4483915.0,4518607.0,4538223.0,4557449.0,4596622.0,4641445.0,4689623.0,4739105.0,4789507.0,4840501.0,4890125.0,4938973.0,4979815.0,5016105.0,5055099.0,5091971.0,5127097.0,5161768.0,5193838.0,5222840.0,5250596.0,5275942.0,5299187.0,5303294.0,5305016.0,5325305.0,5346331.0,5361999.0,5373361.0,5383291.0,5390516.0,5396020.0,5388720.0,5378867.0,5376912.0,5373374.0,5372280.0,5372807.0,5373054.0,5374622.0,5379233.0,5386406.0,5391428.0,5398384.0,5407579.0,5413393.0,5418649.0,5423801.0,5430798.0,5439232.0,5446771.0,5454147.0,5458827.0,5447247.0,,SVK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12747380650.0,14272201755.0,15495514297.0,16520676974.0,20162936291.0,25840146405.0,27925036755.0,27706028096.0,29856000671.0,30463670124.0,29242558797.0,30778781607.0,35297794386.0,46919965224.0,57437444469.0,62808723477.0,70767338922.0,86563986799.0,100880000000.0,89399303222.0,91162836320.0,99922685425.0,94623731086.0,98935222175.0,101437000000.0,88900883131.0,89952699525.0,95649966261.0,106138000000.0,105720000000.0,106697000000.0,116527000000.0
